ID,Country,Villages,CoralExt,seagrassExt,mangroveExt,Cropland,Nb_sp,FRic,FDiv,FEve,FDis,FSpe,FOri,cdd_126_2050,cdd_126_2100,cdd_245_2050,cdd_245_2100,cdd_370_2050,cdd_370_2100,cdd_585_2050,cdd_585_2100,evspsbl_126_2050,evspsbl_126_2100,evspsbl_245_2050,evspsbl_245_2100,evspsbl_370_2050,evspsbl_370_2100,evspsbl_585_2050,evspsbl_585_2100,npp_126_2050,npp_126_2100,npp_245_2050,npp_245_2100,npp_370_2050,npp_370_2100,npp_585_2050,npp_585_2100,pH_trend_126_2050,pH_trend_126_2100,pH_trend_245_2050,pH_trend_245_2100,pH_trend_370_2050,pH_trend_370_2100,pH_trend_585_2050,pH_trend_585_2100,r10Int_126_2050,r10Int_126_2100,r10Int_245_2050,r10Int_245_2100,r10Int_370_2050,r10Int_370_2100,r10Int_585_2050,r10Int_585_2100,r10p_126_2050,r10p_126_2100,r10p_245_2050,r10p_245_2100,r10p_370_2050,r10p_370_2100,r10p_585_2050,r10p_585_2100,tap_trend_126_2050,tap_trend_126_2100,tap_trend_245_2050,tap_trend_245_2100,tap_trend_370_2050,tap_trend_370_2100,tap_trend_585_2050,tap_trend_585_2100,sst_trend_126_2050,sst_trend_126_2100,sst_trend_245_2050,sst_trend_245_2100,sst_trend_370_2050,sst_trend_370_2100,sst_trend_585_2050,sst_trend_585_2100,sst90Int_126_2050,sst90Int_126_2100,sst90Int_245_2050,sst90Int_245_2100,sst90Int_370_2050,sst90Int_370_2100,sst90Int_585_2050,sst90Int_585_2100,sst90p_126_2050,sst90p_126_2100,sst90p_245_2050,sst90p_245_2100,sst90p_370_2050,sst90p_370_2100,sst90p_585_2050,sst90p_585_2100,ts_trend_126_2050,ts_trend_126_2100,ts_trend_245_2050,ts_trend_245_2100,ts_trend_370_2050,ts_trend_370_2100,ts_trend_585_2050,ts_trend_585_2100,ts90Int_126_2050,ts90Int_126_2100,ts90Int_245_2050,ts90Int_245_2100,ts90Int_370_2050,ts90Int_370_2100,ts90Int_585_2050,ts90Int_585_2100,ts90p_126_2050,ts90p_126_2100,ts90p_245_2050,ts90p_245_2100,ts90p_370_2050,ts90p_370_2100,ts90p_585_2050,ts90p_585_2100
BR94,Tanzania,Mtambwe,7436738.645,6295450.715,6634588.459,1377361.984,162.1691916,0.694018706,0.668361794,0.451645461,0.533259176,0.491574098,0.103430848,44.6789824,43.23171025,43.5817079,43.91255816,44.65061804,44.60606506,43.62025119,44.84427532,3.24E-08,-1.20E-09,3.26E-08,6.64E-08,-6.87E-09,1.12E-08,5.87E-08,9.67E-08,4.65E-11,7.98E-12,6.82E-11,3.38E-11,6.21E-11,6.01E-11,1.09E-10,7.77E-11,-0.003978664,0.001672192,-0.005798056,-0.002042412,-0.008822979,-0.013530046,-0.008905132,-0.013385605,-15.16137511,-19.50365781,-15.30926877,-19.06197449,-16.16645779,-19.30263668,-15.17208034,-20.41986544,11.68036831,11.46586527,12.47436137,14.07561886,14.92487018,17.10270054,12.79109174,16.42421526,-0.000699162,0.014884008,-0.011623124,0.009809105,-0.012757318,0.022287137,0.008889213,0.01027575,0.029611937,-0.012095519,0.05670786,0.032274858,0.058057473,0.107831923,0.080148173,0.151314517,2.53452933,2.858117802,3.273248702,5.167803866,3.575981335,6.970027923,3.919234668,8.370163906,41.03248113,51.52471877,53.03626489,67.17084165,56.611691,79.14182983,58.72313093,90.9014196,0.03973696,0.002774929,0.058366127,0.039721539,0.072966901,0.11996874,0.088333965,0.167762291,2.857846066,2.569968962,2.605220115,1.956630995,2.605932108,1.813076024,2.46294479,1.776605901,117.7588758,121.9603988,121.3177588,139.1019357,121.9461474,152.8841479,124.3372192,164.0040121
BR94,Tanzania,Gando,7436738.645,6295450.715,6634588.459,1377361.984,162.1691916,0.694018706,0.668361794,0.451645461,0.533259176,0.491574098,0.103430848,44.6789824,43.23171025,43.5817079,43.91255816,44.65061804,44.60606506,43.62025119,44.84427532,3.24E-08,-1.20E-09,3.26E-08,6.64E-08,-6.87E-09,1.12E-08,5.87E-08,9.67E-08,4.65E-11,7.98E-12,6.82E-11,3.38E-11,6.21E-11,6.01E-11,1.09E-10,7.77E-11,-0.003978664,0.001672192,-0.005798056,-0.002042412,-0.008822979,-0.013530046,-0.008905132,-0.013385605,-15.16137511,-19.50365781,-15.30926877,-19.06197449,-16.16645779,-19.30263668,-15.17208034,-20.41986544,11.68036831,11.46586527,12.47436137,14.07561886,14.92487018,17.10270054,12.79109174,16.42421526,-0.000699162,0.014884008,-0.011623124,0.009809105,-0.012757318,0.022287137,0.008889213,0.01027575,0.029611937,-0.012095519,0.05670786,0.032274858,0.058057473,0.107831923,0.080148173,0.151314517,2.53452933,2.858117802,3.273248702,5.167803866,3.575981335,6.970027923,3.919234668,8.370163906,41.03248113,51.52471877,53.03626489,67.17084165,56.611691,79.14182983,58.72313093,90.9014196,0.03973696,0.002774929,0.058366127,0.039721539,0.072966901,0.11996874,0.088333965,0.167762291,2.857846066,2.569968962,2.605220115,1.956630995,2.605932108,1.813076024,2.46294479,1.776605901,117.7588758,121.9603988,121.3177588,139.1019357,121.9461474,152.8841479,124.3372192,164.0040121
BR95,Tanzania,Kangagani,7527101.008,6034252.346,6064789.97,1348180.374,162.5781372,0.696064274,0.670386931,0.452988224,0.535033756,0.493129362,0.103707037,44.75295073,43.29836419,43.67347911,44.00447696,44.69375477,44.65644535,43.73205296,44.94604232,3.32E-08,-2.29E-09,3.55E-08,6.94E-08,-6.50E-09,1.14E-08,6.01E-08,9.97E-08,4.48E-11,5.96E-12,6.64E-11,3.08E-11,6.05E-11,5.80E-11,1.07E-10,7.50E-11,-0.003978489,0.001671948,-0.005799535,-0.002044262,-0.008821846,-0.013528721,-0.008903695,-0.013385702,-15.1997726,-19.53259944,-15.35297207,-19.13068152,-16.22595137,-19.35877775,-15.22266208,-20.48628112,11.62288519,11.38828338,12.49701134,14.05094318,14.85262094,17.02022426,12.79439988,16.3154201,-0.000996122,0.015021395,-0.011747311,0.009880624,-0.012902057,0.02249619,0.008694592,0.010558453,0.029624735,-0.012034632,0.056633999,0.032342888,0.058132274,0.107980217,0.079954626,0.151289496,2.539310007,2.858524589,3.288443789,5.167777165,3.582702091,6.966093767,3.933310096,8.36485562,41.17602092,51.58281855,53.0380439,67.09506233,56.54260563,79.09341136,58.72608948,90.82509896,0.039910096,0.002471237,0.058322858,0.039679885,0.072755429,0.119609254,0.088222712,0.167117179,2.84273211,2.556910072,2.590718348,1.954704404,2.585484547,1.816895421,2.445387922,1.77930122,117.9621432,122.1967223,121.5522769,139.2432595,122.2740532,152.8477143,124.658195,164.0145779
BR95,Tanzania,Mjini Kiuyu,7527101.008,6034252.346,6064789.97,1348180.374,162.5781372,0.696064274,0.670386931,0.452988224,0.535033756,0.493129362,0.103707037,44.75295073,43.29836419,43.67347911,44.00447696,44.69375477,44.65644535,43.73205296,44.94604232,3.32E-08,-2.29E-09,3.55E-08,6.94E-08,-6.50E-09,1.14E-08,6.01E-08,9.97E-08,4.48E-11,5.96E-12,6.64E-11,3.08E-11,6.05E-11,5.80E-11,1.07E-10,7.50E-11,-0.003978489,0.001671948,-0.005799535,-0.002044262,-0.008821846,-0.013528721,-0.008903695,-0.013385702,-15.1997726,-19.53259944,-15.35297207,-19.13068152,-16.22595137,-19.35877775,-15.22266208,-20.48628112,11.62288519,11.38828338,12.49701134,14.05094318,14.85262094,17.02022426,12.79439988,16.3154201,-0.000996122,0.015021395,-0.011747311,0.009880624,-0.012902057,0.02249619,0.008694592,0.010558453,0.029624735,-0.012034632,0.056633999,0.032342888,0.058132274,0.107980217,0.079954626,0.151289496,2.539310007,2.858524589,3.288443789,5.167777165,3.582702091,6.966093767,3.933310096,8.36485562,41.17602092,51.58281855,53.0380439,67.09506233,56.54260563,79.09341136,58.72608948,90.82509896,0.039910096,0.002471237,0.058322858,0.039679885,0.072755429,0.119609254,0.088222712,0.167117179,2.84273211,2.556910072,2.590718348,1.954704404,2.585484547,1.816895421,2.445387922,1.77930122,117.9621432,122.1967223,121.5522769,139.2432595,122.2740532,152.8477143,124.658195,164.0145779
BR95,Tanzania,Selemu,7527101.008,6034252.346,6064789.97,1348180.374,162.5781372,0.696064274,0.670386931,0.452988224,0.535033756,0.493129362,0.103707037,44.75295073,43.29836419,43.67347911,44.00447696,44.69375477,44.65644535,43.73205296,44.94604232,3.32E-08,-2.29E-09,3.55E-08,6.94E-08,-6.50E-09,1.14E-08,6.01E-08,9.97E-08,4.48E-11,5.96E-12,6.64E-11,3.08E-11,6.05E-11,5.80E-11,1.07E-10,7.50E-11,-0.003978489,0.001671948,-0.005799535,-0.002044262,-0.008821846,-0.013528721,-0.008903695,-0.013385702,-15.1997726,-19.53259944,-15.35297207,-19.13068152,-16.22595137,-19.35877775,-15.22266208,-20.48628112,11.62288519,11.38828338,12.49701134,14.05094318,14.85262094,17.02022426,12.79439988,16.3154201,-0.000996122,0.015021395,-0.011747311,0.009880624,-0.012902057,0.02249619,0.008694592,0.010558453,0.029624735,-0.012034632,0.056633999,0.032342888,0.058132274,0.107980217,0.079954626,0.151289496,2.539310007,2.858524589,3.288443789,5.167777165,3.582702091,6.966093767,3.933310096,8.36485562,41.17602092,51.58281855,53.0380439,67.09506233,56.54260563,79.09341136,58.72608948,90.82509896,0.039910096,0.002471237,0.058322858,0.039679885,0.072755429,0.119609254,0.088222712,0.167117179,2.84273211,2.556910072,2.590718348,1.954704404,2.585484547,1.816895421,2.445387922,1.77930122,117.9621432,122.1967223,121.5522769,139.2432595,122.2740532,152.8477143,124.658195,164.0145779
DC127,Madagascar,Lagnamena,3642386.953,5949250.941,9484449.856,1534876.222,170.3061102,0.679968751,0.645747304,0.414450996,0.523817701,0.47887257,0.096175699,44.61886338,44.03701253,43.66446148,45.76030965,43.40009535,47.50701215,44.62388239,49.8609852,5.53E-08,-9.48E-09,2.06E-08,7.11E-08,1.08E-08,3.49E-08,1.62E-08,8.84E-08,1.30E-11,-2.86E-11,5.38E-11,-2.67E-12,4.04E-11,3.09E-11,6.69E-11,2.34E-11,-0.003984338,0.001690177,-0.005845683,-0.002074606,-0.008831451,-0.013474272,-0.008899612,-0.013429328,-16.73732438,-20.47466589,-15.54077183,-19.91001199,-16.8021184,-21.49150226,-16.30559519,-22.75708081,12.33617857,12.91585101,13.64091049,16.44679157,13.97262936,18.18246424,13.81815898,18.27896954,-0.013701851,0.001705677,-0.017575079,-0.000313447,-0.023576966,0.007633737,-0.005094442,0.00027301,0.020030696,-0.006122949,0.052464287,0.029252354,0.053359895,0.103963013,0.075636053,0.148779343,2.528941666,2.971139872,3.469073642,5.245471419,3.541799089,6.923796739,3.996815145,8.272284131,41.15203508,48.26808888,49.92636825,63.12452964,52.18447635,74.14573365,54.51257619,84.94451107,0.042665049,0.009510457,0.058344044,0.048774017,0.074146612,0.128608612,0.089205105,0.174259126,2.40889034,2.220851627,2.222461869,1.945971512,2.205875884,1.914369918,2.152625736,1.895806814,124.3679309,128.9946098,128.4702273,141.1190558,129.8452386,152.15629,131.0500378,161.666976
DC128,Madagascar,Maromanjo,3826796.747,6628681.425,8623879.44,1599424.68,164.4105118,0.65770182,0.625092701,0.4016695,0.50700595,0.463522875,0.093143016,45.05088866,44.49397214,44.08164969,46.26126589,43.78288772,48.118115,45.04613966,50.51006698,5.59E-08,-1.09E-08,1.45E-08,7.06E-08,1.01E-08,3.37E-08,1.33E-08,8.23E-08,1.13E-11,-3.15E-11,5.62E-11,-4.40E-12,4.06E-11,3.10E-11,6.74E-11,2.13E-11,-0.003977981,0.001690134,-0.005850514,-0.002073167,-0.008835167,-0.01347426,-0.00889716,-0.013435665,-16.79563579,-20.51380469,-15.41695084,-19.85512917,-16.84235942,-21.5026404,-16.28887794,-22.83824823,12.36668322,13.06124694,13.58310467,16.43112583,13.89270186,18.23082818,13.77233479,18.40866007,-0.014402722,0.001601997,-0.017797791,-0.00060314,-0.023956443,0.006615763,-0.005627882,-0.000541089,0.019274218,-0.006684112,0.052177198,0.028780306,0.053261457,0.103652685,0.075413902,0.148352934,2.546670904,2.983699492,3.461989462,5.230167222,3.536242846,6.904614494,3.986348062,8.242690867,40.96998181,48.08515037,49.68592872,62.8764484,51.98026953,73.94783471,54.24751361,84.66134033,0.042642742,0.009798863,0.058307903,0.048955318,0.074137151,0.129038004,0.089267896,0.174664232,2.42077519,2.224149315,2.225788636,1.948635571,2.213779082,1.91531262,2.161268432,1.897330059,124.0762349,128.8605352,128.3787732,141.0157259,129.5685378,152.0209172,130.7366131,161.4800881
DH123,Madagascar,Andranoboka,2897234.805,3991779.378,11916323.08,1641453.553,169.8675431,0.680994704,0.648613148,0.417475461,0.526342966,0.481124792,0.09652122,45.61608646,45.16124429,44.6489681,46.77642391,44.36124742,48.48575946,45.59147453,51.1425941,4.64E-08,-2.14E-08,2.03E-08,6.96E-08,6.87E-09,3.06E-08,-3.86E-09,8.67E-08,2.03E-11,-2.68E-11,5.49E-11,1.78E-12,4.61E-11,3.38E-11,7.68E-11,3.02E-11,-0.003981194,0.001691018,-0.005852931,-0.002074396,-0.008835796,-0.013475921,-0.008894121,-0.013434553,-19.06379053,-22.35754983,-16.54038291,-20.94824827,-17.21385186,-22.34569932,-16.58700164,-23.1414706,13.49112572,14.01789032,14.69029077,17.50343298,14.70867923,18.87242201,14.17320401,18.57182062,-0.013831438,0.000171865,-0.017297556,-0.001209925,-0.024250107,0.008918954,-0.005534099,0.000901331,0.018188427,-0.007383578,0.052709747,0.02785012,0.052713196,0.103020938,0.073067653,0.146838026,2.561648605,3.004829992,3.416996742,5.240993236,3.534103733,6.884033088,3.973340906,8.225258528,41.18711996,48.16240153,50.40800274,63.34585387,52.43786587,74.24140811,54.74450995,84.81822091,0.043525943,0.00729455,0.06006454,0.047192197,0.07617393,0.126116589,0.090458775,0.17266858,2.410619919,2.215962779,2.230572291,1.948725371,2.213770843,1.923098691,2.150173143,1.906955748,124.6097894,129.281212,128.3077735,140.9372981,129.9070327,152.1521467,131.3177322,161.4779857
DH124,Madagascar,Besakoa,2927564.19,4140540.657,8664943.72,1690932.001,168.3305936,0.675169241,0.643116957,0.414076462,0.521819925,0.477010617,0.095756526,46.46907813,46.05398202,45.44338341,47.62693535,45.02368247,49.33649353,46.39950503,52.20182653,4.44E-08,-2.76E-08,1.56E-08,7.07E-08,3.65E-09,2.78E-08,-1.05E-08,8.05E-08,2.06E-11,-3.03E-11,5.48E-11,1.34E-12,4.69E-11,3.34E-11,7.97E-11,3.01E-11,-0.003978976,0.001691546,-0.005855691,-0.00207456,-0.008838429,-0.013475394,-0.008897617,-0.013437049,-19.58741588,-22.93330459,-16.5263407,-20.98016826,-17.36768663,-22.60032962,-16.66446077,-23.39002814,13.87356543,14.44152581,14.87398327,17.85505333,14.92854305,19.21445866,14.31299238,18.83452368,-0.014174198,0.000209312,-0.017329205,-0.001143804,-0.024670473,0.008260836,-0.005781509,0.001281976,0.018147905,-0.007504746,0.052285797,0.027963579,0.052867649,0.103033861,0.073700318,0.147049937,2.562944529,3.001629504,3.408791259,5.231174066,3.528982666,6.883243437,3.972893022,8.218456253,40.98344805,47.98262505,49.98337538,62.96390442,52.06601144,73.90875944,54.34626755,84.49874016,0.043499653,0.007340381,0.060002063,0.047242026,0.076227751,0.12644506,0.090496339,0.173021557,2.431117904,2.226332972,2.240256789,1.953717534,2.224252688,1.92556695,2.160653374,1.910911398,124.1994112,128.9840327,128.068592,140.7335935,129.6079933,151.9797099,131.0124255,161.2051452
DH124,Madagascar,Tsinjoarivo,2927564.19,4140540.657,8664943.72,1690932.001,168.3305936,0.675169241,0.643116957,0.414076462,0.521819925,0.477010617,0.095756526,46.46907813,46.05398202,45.44338341,47.62693535,45.02368247,49.33649353,46.39950503,52.20182653,4.44E-08,-2.76E-08,1.56E-08,7.07E-08,3.65E-09,2.78E-08,-1.05E-08,8.05E-08,2.06E-11,-3.03E-11,5.48E-11,1.34E-12,4.69E-11,3.34E-11,7.97E-11,3.01E-11,-0.003978976,0.001691546,-0.005855691,-0.00207456,-0.008838429,-0.013475394,-0.008897617,-0.013437049,-19.58741588,-22.93330459,-16.5263407,-20.98016826,-17.36768663,-22.60032962,-16.66446077,-23.39002814,13.87356543,14.44152581,14.87398327,17.85505333,14.92854305,19.21445866,14.31299238,18.83452368,-0.014174198,0.000209312,-0.017329205,-0.001143804,-0.024670473,0.008260836,-0.005781509,0.001281976,0.018147905,-0.007504746,0.052285797,0.027963579,0.052867649,0.103033861,0.073700318,0.147049937,2.562944529,3.001629504,3.408791259,5.231174066,3.528982666,6.883243437,3.972893022,8.218456253,40.98344805,47.98262505,49.98337538,62.96390442,52.06601144,73.90875944,54.34626755,84.49874016,0.043499653,0.007340381,0.060002063,0.047242026,0.076227751,0.12644506,0.090496339,0.173021557,2.431117904,2.226332972,2.240256789,1.953717534,2.224252688,1.92556695,2.160653374,1.910911398,124.1994112,128.9840327,128.068592,140.7335935,129.6079933,151.9797099,131.0124255,161.2051452
DH125,Madagascar,Antafiatambalaka,3001389.737,4343853.879,11564905.31,1734032.558,165.196062,0.663872866,0.632783215,0.407904935,0.513365896,0.469314099,0.094275405,45.65701891,45.19132926,44.62415306,46.7739946,44.36065241,48.47698079,45.5690896,51.12263254,4.45E-08,-2.49E-08,1.71E-08,7.04E-08,5.00E-09,2.68E-08,-5.43E-09,8.17E-08,1.99E-11,-2.91E-11,5.54E-11,8.01E-13,4.66E-11,3.30E-11,7.82E-11,3.00E-11,-0.003978923,0.00169158,-0.005855775,-0.002073665,-0.008840769,-0.013479036,-0.00890229,-0.013436434,-18.81582071,-22.17709807,-16.27745143,-20.69667178,-17.2255628,-22.30265477,-16.53280228,-23.18126103,13.52436042,14.06801038,14.53768536,17.45582425,14.74604401,18.97264907,14.17692306,18.67011785,-0.013803402,0.000796358,-0.017137175,-0.000986573,-0.024247555,0.008131589,-0.005319521,0.001258664,0.018635046,-0.007654448,0.052291949,0.028175527,0.053091512,0.103220791,0.074224791,0.147281344,2.5616594,2.994206222,3.407020249,5.231404803,3.532008456,6.896329447,3.975848169,8.233760217,40.82386273,47.9457587,49.87336605,62.91470718,52.01672217,73.86939202,54.30327302,84.53408749,0.043362395,0.007439406,0.059825134,0.047299102,0.076067717,0.126713325,0.090377119,0.173213912,2.454607348,2.242750821,2.25268071,1.961724757,2.23894519,1.929840999,2.173318734,1.914884177,123.7199349,128.561794,127.7770941,140.4267042,129.202912,151.6748201,130.6431466,160.8715003
DI123,Madagascar,Analanabe,2911684.322,3996593.927,10967411.74,1647680.964,169.1376927,0.67978775,0.648273329,0.4179874,0.526032389,0.480851372,0.096514247,46.23665035,45.80982647,45.27202976,47.42165521,44.87269959,49.09283348,46.20501884,51.95007405,4.31E-08,-2.43E-08,1.56E-08,6.91E-08,4.33E-09,2.74E-08,-9.41E-09,8.15E-08,2.17E-11,-2.80E-11,5.80E-11,2.65E-12,4.83E-11,3.53E-11,8.03E-11,3.17E-11,-0.003979134,0.001691575,-0.005858181,-0.002075718,-0.008841214,-0.013477729,-0.008903277,-0.013438438,-19.88425473,-22.97313255,-16.81441412,-21.2312435,-17.45160946,-22.69487876,-16.72434665,-23.42728263,13.97538394,14.46944593,15.02860942,17.87668338,14.98034857,19.25731264,14.38365119,18.88592352,-0.0145136,0.000217613,-0.017190547,-0.001475629,-0.024742574,0.00926189,-0.005990058,0.000752097,0.017854513,-0.007462439,0.052552468,0.027774182,0.052481893,0.103054372,0.072896083,0.146740345,2.5580047,3.000830825,3.415990799,5.239008102,3.537206205,6.892473699,3.972800658,8.226078036,40.80888454,47.79166507,50.11821856,62.97456333,52.16806862,73.77048816,54.46971433,84.35326202,0.043489753,0.007210365,0.060101352,0.047161066,0.076154445,0.125943526,0.090463879,0.172514701,2.424499399,2.228841823,2.243314827,1.956055309,2.226812432,1.927888749,2.161222514,1.91231139,124.375825,129.01176,128.0780678,140.6878948,129.6427339,151.9283243,131.0668962,161.1954424
ET70,Mozambique,Cumbane,1751028.051,2024195.91,3377476.234,1763787.866,96.27023102,0.469893265,0.567918266,0.416243975,0.455530413,0.419396686,0.0745478,36.96514544,36.72676905,36.64639941,38.47857597,37.22627276,40.20187293,37.23535478,41.48277215,4.29E-08,-2.05E-08,-3.20E-08,1.57E-08,4.81E-08,9.06E-09,-4.10E-08,2.97E-08,4.53E-11,-1.40E-11,5.14E-11,2.93E-11,4.97E-11,5.76E-11,7.84E-11,7.93E-11,-0.003977412,0.001705275,-0.00592409,-0.002059688,-0.008913876,-0.013569232,-0.008988563,-0.013478499,-18.71289235,-21.10224851,-16.5558323,-20.44671615,-17.610801,-22.89060717,-16.68923661,-23.0221841,15.26890303,15.33227955,14.89081321,17.85796999,14.75686601,20.84111018,13.96660881,20.18423826,-0.005240293,0.006707189,-0.012508284,0.011138588,-0.018621333,0.010597643,-0.004162839,0.002426737,0.017774323,-0.01423267,0.050884991,0.028194948,0.052733238,0.10251063,0.07349628,0.144428911,2.657664013,2.956130374,3.402219573,5.266606788,3.573191391,7.129021826,4.04236915,8.545009744,37.9491087,45.175826,46.70668306,60.15126271,48.49077978,69.56289276,50.96041319,80.06506488,0.043912513,0.001304922,0.063023162,0.044333061,0.079379403,0.12285081,0.089341646,0.169901792,2.815448152,2.625467465,2.624642189,2.157473552,2.576441679,2.136607015,2.453643153,2.126944445,117.7346187,120.8416167,120.6210871,134.1340974,122.0053456,142.8225778,124.3378052,150.5596651
ET70,Mozambique,Mahilene,1751028.051,2024195.91,3377476.234,1763787.866,96.27023102,0.469893265,0.567918266,0.416243975,0.455530413,0.419396686,0.0745478,36.96514544,36.72676905,36.64639941,38.47857597,37.22627276,40.20187293,37.23535478,41.48277215,4.29E-08,-2.05E-08,-3.20E-08,1.57E-08,4.81E-08,9.06E-09,-4.10E-08,2.97E-08,4.53E-11,-1.40E-11,5.14E-11,2.93E-11,4.97E-11,5.76E-11,7.84E-11,7.93E-11,-0.003977412,0.001705275,-0.00592409,-0.002059688,-0.008913876,-0.013569232,-0.008988563,-0.013478499,-18.71289235,-21.10224851,-16.5558323,-20.44671615,-17.610801,-22.89060717,-16.68923661,-23.0221841,15.26890303,15.33227955,14.89081321,17.85796999,14.75686601,20.84111018,13.96660881,20.18423826,-0.005240293,0.006707189,-0.012508284,0.011138588,-0.018621333,0.010597643,-0.004162839,0.002426737,0.017774323,-0.01423267,0.050884991,0.028194948,0.052733238,0.10251063,0.07349628,0.144428911,2.657664013,2.956130374,3.402219573,5.266606788,3.573191391,7.129021826,4.04236915,8.545009744,37.9491087,45.175826,46.70668306,60.15126271,48.49077978,69.56289276,50.96041319,80.06506488,0.043912513,0.001304922,0.063023162,0.044333061,0.079379403,0.12285081,0.089341646,0.169901792,2.815448152,2.625467465,2.624642189,2.157473552,2.576441679,2.136607015,2.453643153,2.126944445,117.7346187,120.8416167,120.6210871,134.1340974,122.0053456,142.8225778,124.3378052,150.5596651
EW66,Mozambique,Gazene,1570313.113,1797934.046,3613544.772,1722047.143,91.86395478,0.458624234,0.574142058,0.426171383,0.459646976,0.423819861,0.074120351,35.95808254,35.65181032,35.64458543,37.1029475,36.12447546,38.47141203,36.12300489,39.69853239,3.50E-08,-1.69E-08,-2.30E-08,1.94E-08,7.20E-08,-3.04E-08,-3.26E-08,3.17E-08,4.82E-11,-2.01E-11,4.70E-11,3.33E-11,4.73E-11,6.27E-11,9.03E-11,8.38E-11,-0.003978848,0.001708418,-0.005937164,-0.002058006,-0.008923331,-0.013580936,-0.009001938,-0.013480309,-19.08513122,-21.25221086,-16.35589982,-19.61273064,-17.60338892,-22.09260616,-16.15313097,-22.04860239,15.38204044,15.80344737,15.06557814,17.80873344,14.98706033,20.58080394,13.69332687,19.60301162,-0.004044828,0.010865443,-0.010957989,0.013052336,-0.017027523,0.008354491,-0.002802167,0.006085247,0.019402807,-0.010861437,0.050499272,0.028941682,0.052838387,0.102729136,0.073086577,0.143734335,2.580464229,2.944545842,3.391676223,5.283501577,3.55898325,7.174622138,4.038037742,8.61428984,38.17946998,44.75794922,46.19071449,59.88104746,47.87250779,69.06237415,50.40485473,79.4517809,0.043036289,0.000261119,0.063158359,0.044964371,0.080802724,0.123561864,0.089985788,0.168987081,2.892435793,2.681155354,2.72651648,2.208559277,2.639342172,2.155465206,2.523839378,2.148228923,116.6676695,119.9638699,118.8992026,132.4554284,120.9645413,142.0429372,122.9193746,149.272769
EX67,Mozambique,Farol,1521633.839,1742849.991,3913520.681,1583614.257,92.79182883,0.470487342,0.600484111,0.448590979,0.480337737,0.443144027,0.076630704,35.58902341,35.2914507,35.28593151,36.72221423,35.75131704,38.0317061,35.75480742,39.27486281,3.39E-08,-1.76E-08,-2.36E-08,1.97E-08,7.12E-08,-3.59E-08,-2.80E-08,3.42E-08,4.77E-11,-2.01E-11,4.62E-11,3.42E-11,4.50E-11,6.47E-11,9.13E-11,8.56E-11,-0.003978261,0.001710117,-0.005940348,-0.002055488,-0.008927831,-0.013584452,-0.009008216,-0.013479344,-19.09770388,-21.29632801,-16.34754604,-19.52755773,-17.58428887,-22.03947639,-16.12262892,-21.98120287,15.45236173,15.89438709,15.10216801,17.91050448,15.07608975,20.64234193,13.70155782,19.61058226,-0.004091964,0.011629314,-0.010766188,0.013785175,-0.016952973,0.008091558,-0.002599917,0.006448668,0.019956301,-0.010882019,0.050260865,0.02920141,0.052926116,0.102799626,0.072859957,0.143305147,2.566015858,2.931910917,3.375061399,5.270720125,3.549204652,7.178157186,4.023111648,8.622753685,38.20820988,44.69676464,45.97620943,59.77545912,47.63594256,68.85189004,50.13594857,79.17028824,0.042749309,0.00012554,0.062794004,0.044921213,0.080509889,0.12311181,0.089551032,0.168108929,2.911074554,2.697337424,2.750878294,2.21397203,2.654980393,2.153525588,2.534538703,2.143257092,116.3217411,119.6139205,118.470076,132.1508687,120.6049406,141.8563574,122.632572,149.1383941
